tag,scenario,scenario_label,cancer,fold,regime,ibs,delta_ibs,n_train,seer_n
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,LUSC,fold5,seer_01pct,0.08657364129173392,-0.2728946810637467,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,LUSC,fold5,seer_05pct,0.088331477308994,-0.27113684504648666,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,LUSC,fold5,seer_10pct,0.08330933282304008,-0.27615898953244056,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,LUSC,fold5,seer_20pct,0.09282603173407414,-0.26664229062140654,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,LUSC,fold5,seer_50pct,0.08293803760006072,-0.27653028475541996,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,LUSC,fold5,seer_n001k_00pct,0.0907542928948476,-0.26871402946063305,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,LUSC,fold5,seer_n003k_00pct,0.09232310798334027,-0.2671452143721404,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,LUSC,fold5,seer_n010k_00pct,0.09020776359610497,-0.2692605587593757,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,LUSC,fold5,seer_n035k_00pct,0.09105722734550574,-0.2684110950099749,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold1,seer_01pct,0.06017109528411301,-0.020708950404601488,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold1,seer_05pct,0.1034872123744695,0.022607166685755006,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold1,seer_10pct,0.10730791888405172,0.026427873195337223,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold1,seer_20pct,0.05157953875273612,-0.029300506935978382,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold1,seer_50pct,0.0662342731772381,-0.014645772511476404,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold1,seer_n001k_00pct,0.06285162339515868,-0.01802842229355582,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold1,seer_n003k_00pct,0.03784042602317786,-0.04303961966553664,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold1,seer_n010k_00pct,0.09266771269062761,0.01178766700191311,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold1,seer_n035k_00pct,0.10378846830001694,0.022908422611302437,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold2,seer_01pct,0.09230707340868283,-0.16755443103901274,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold2,seer_05pct,0.1563154380876817,-0.10354606636001387,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold2,seer_10pct,0.1761710258062913,-0.08369047864140428,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold2,seer_20pct,0.09523939158277599,-0.16462211286491957,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold2,seer_50pct,0.12228706153199712,-0.13757444291569845,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold2,seer_n001k_00pct,0.0868229251431427,-0.17303857930455285,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold2,seer_n003k_00pct,0.07077854225599599,-0.18908296219169957,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold2,seer_n010k_00pct,0.16082142532537477,-0.0990400791223208,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold2,seer_n035k_00pct,0.16410609450956995,-0.09575540993812562,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold3,seer_01pct,0.06743519047253724,-0.049022141107338255,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold3,seer_05pct,0.11978786165820364,0.0033305300783281477,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold3,seer_10pct,0.12145885100664831,0.005001519426772821,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold3,seer_20pct,0.06842852119255524,-0.04802881038732025,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold3,seer_50pct,0.07206192256089833,-0.044395409018977164,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold3,seer_n001k_00pct,0.0761976166330667,-0.040259714946808786,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold3,seer_n003k_00pct,0.05209685969821828,-0.06436047188165722,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold3,seer_n010k_00pct,0.10519399756539202,-0.01126333401448347,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold3,seer_n035k_00pct,0.11373497995545583,-0.0027223516244196666,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold4,seer_01pct,0.07738410776055565,-0.044619795477324184,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold4,seer_05pct,0.13976339536124618,0.017759492123366347,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold4,seer_10pct,0.1480737864806703,0.026069883242790456,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold4,seer_20pct,0.0762175130178575,-0.045786390220022344,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold4,seer_50pct,0.08686607009757086,-0.03513783314030898,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold4,seer_n001k_00pct,0.088973235766789,-0.03303066747109083,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold4,seer_n003k_00pct,0.05538620290518421,-0.06661770033269562,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold4,seer_n010k_00pct,0.13320747224655022,0.01120356900867038,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold4,seer_n035k_00pct,0.1392698121028796,0.01726590886499975,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold5,seer_01pct,0.07084070946417317,-0.08577318216009722,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold5,seer_05pct,0.11679736674507106,-0.03981652487919933,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold5,seer_10pct,0.12435798942262644,-0.032255902201643954,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold5,seer_20pct,0.07124172321766144,-0.08537216840660895,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold5,seer_50pct,0.07918421386950922,-0.07742967775476117,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold5,seer_n001k_00pct,0.07165589669811158,-0.08495799492615881,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold5,seer_n003k_00pct,0.04980569656128056,-0.10680819506298983,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold5,seer_n010k_00pct,0.1056135359952573,-0.05100035562901309,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,MESO,fold5,seer_n035k_00pct,0.12019646342446405,-0.03641742819980634,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold1,seer_01pct,0.08120602964708076,-0.07384001366321827,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold1,seer_05pct,0.08001110087630062,-0.07503494243399841,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold1,seer_10pct,0.07773648565405361,-0.07730955765624542,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold1,seer_20pct,0.07636076238059877,-0.07868528092970026,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold1,seer_50pct,0.07714903654348812,-0.07789700676681091,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold1,seer_n001k_00pct,0.08626541097244196,-0.06878063233785707,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold1,seer_n003k_00pct,0.11707921844133234,-0.037966824868966687,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold1,seer_n010k_00pct,0.08009393863214224,-0.07495210467815679,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold1,seer_n035k_00pct,0.07905809398213011,-0.07598794932816892,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold2,seer_01pct,0.0731435745222413,-0.061281351949580426,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold2,seer_05pct,0.07595968860593959,-0.05846523786588213,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold2,seer_10pct,0.07184803338983105,-0.06257689308199067,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold2,seer_20pct,0.07158887397673361,-0.06283605249508811,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold2,seer_50pct,0.0703423903870191,-0.06408253608480262,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold2,seer_n001k_00pct,0.0783985024457968,-0.056026424026024924,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold2,seer_n003k_00pct,0.11895348211401881,-0.015471444357802913,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold2,seer_n010k_00pct,0.07394645219952484,-0.060478474272296884,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold2,seer_n035k_00pct,0.07056936207458228,-0.06385556439723944,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold3,seer_01pct,0.07234019248244768,-0.042702328212001484,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold3,seer_05pct,0.07345063764746412,-0.04159188304698504,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold3,seer_10pct,0.07030334438769575,-0.044739176306753406,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold3,seer_20pct,0.06896898215847429,-0.04607353853597487,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold3,seer_50pct,0.06881833997134086,-0.0462241807231083,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold3,seer_n001k_00pct,0.0787692267866009,-0.03627329390784827,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold3,seer_n003k_00pct,0.11131057675635747,-0.003731943938091689,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold3,seer_n010k_00pct,0.0718646923687615,-0.04317782832568766,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold3,seer_n035k_00pct,0.07045692350743983,-0.04458559718700933,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold4,seer_01pct,0.06878043211846034,-0.06190304119256308,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold4,seer_05pct,0.07064424845225083,-0.0600392248587726,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold4,seer_10pct,0.06706411834893972,-0.06361935496208371,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold4,seer_20pct,0.06740964299944945,-0.06327383031157398,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold4,seer_50pct,0.06443853866699666,-0.06624493464402677,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold4,seer_n001k_00pct,0.07056339800558709,-0.06012007530543634,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold4,seer_n003k_00pct,0.11042148465888335,-0.020261988652140073,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold4,seer_n010k_00pct,0.07340868237510015,-0.057274790935923275,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold4,seer_n035k_00pct,0.06725659306734712,-0.0634268802436763,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold5,seer_01pct,0.08839896792389869,-0.1386390776172029,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold5,seer_05pct,0.08949776061079683,-0.13754028493030473,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold5,seer_10pct,0.08761389317885805,-0.13942415236224354,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold5,seer_20pct,0.08375006679704725,-0.14328797874405433,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold5,seer_50pct,0.08482657766511953,-0.14221146787598204,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold5,seer_n001k_00pct,0.09537688919078012,-0.13166115635032144,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold5,seer_n003k_00pct,0.11938057840298529,-0.10765746713811629,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold5,seer_n010k_00pct,0.08706725192507628,-0.1399707936160253,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,OV,fold5,seer_n035k_00pct,0.08757842355598662,-0.13945962198511497,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold1,seer_01pct,0.029892243443032845,-0.12305689902623768,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold1,seer_05pct,0.029570718470700284,-0.12337842399857024,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold1,seer_10pct,0.032964818053647024,-0.1199843244156235,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold1,seer_20pct,0.03347074273652467,-0.11947839973274585,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold1,seer_50pct,0.030976968882852538,-0.12197217358641799,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold1,seer_n001k_00pct,0.024550106820121164,-0.12839903564914937,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold1,seer_n003k_00pct,0.026175428174139193,-0.12677371429513132,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold1,seer_n010k_00pct,0.029606520785149987,-0.12334262168412054,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold1,seer_n035k_00pct,0.02811780558624193,-0.1248313368830286,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold2,seer_01pct,0.05305671312246106,-0.3954217206615187,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold2,seer_05pct,0.049749438366778545,-0.39872899541720125,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold2,seer_10pct,0.06141758777405282,-0.38706084600992696,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold2,seer_20pct,0.05457386602805661,-0.3939045677559232,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold2,seer_50pct,0.05769738293515227,-0.3907810508488275,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold2,seer_n001k_00pct,0.04131248958428191,-0.40716594419969787,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold2,seer_n003k_00pct,0.04095201310310703,-0.40752642068087275,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold2,seer_n010k_00pct,0.04814422192301178,-0.400334211860968,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold2,seer_n035k_00pct,0.04944982481753481,-0.399028608966445,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold3,seer_01pct,0.03226543494875863,-0.06628446754845668,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold3,seer_05pct,0.03273731904854826,-0.06581258344866704,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold3,seer_10pct,0.037990677045103616,-0.06055922545211169,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold3,seer_20pct,0.03567949363232297,-0.06287040886489234,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold3,seer_50pct,0.038408929085869695,-0.06014097341134561,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold3,seer_n001k_00pct,0.023378334754274394,-0.07517156774294091,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold3,seer_n003k_00pct,0.022991090750405997,-0.07555881174680931,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold3,seer_n010k_00pct,0.031226865145231063,-0.06732303735198425,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold3,seer_n035k_00pct,0.02750991892579757,-0.07103998357141773,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold4,seer_01pct,0.03431394459290901,-0.1019783378896266,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold4,seer_05pct,0.035055977930038756,-0.10123630455249685,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold4,seer_10pct,0.041577353549089924,-0.09471492893344569,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold4,seer_20pct,0.037704834097288316,-0.0985874483852473,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold4,seer_50pct,0.039998983554111515,-0.09629329892842409,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold4,seer_n001k_00pct,0.030414684004478672,-0.10587759847805694,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold4,seer_n003k_00pct,0.028606682559497585,-0.10768559992303803,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold4,seer_n010k_00pct,0.036017372099129835,-0.10027491038340577,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold4,seer_n035k_00pct,0.03330976625665318,-0.10298251622588242,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold5,seer_01pct,0.02903155525263794,-0.12642828287664648,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold5,seer_05pct,0.02873115966306816,-0.12672867846621627,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold5,seer_10pct,0.030296630629769592,-0.12516320749951484,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold5,seer_20pct,0.03176009063445467,-0.12369974749482976,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold5,seer_50pct,0.030208831386888377,-0.12525100674239606,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold5,seer_n001k_00pct,0.023598359975757197,-0.13186147815352722,999.0,999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold5,seer_n003k_00pct,0.027227343413683335,-0.1282324947156011,3001.0,3001.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold5,seer_n010k_00pct,0.02774103113199318,-0.12771880699729127,9999.0,9999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PAAD,fold5,seer_n035k_00pct,0.02755919659839478,-0.12790064153088965,34999.0,34999.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PCPG,fold1,seer_01pct,0.02324192130835176,-0.03561406711645373,70938.0,70938.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PCPG,fold1,seer_05pct,0.022764933640332618,-0.03609105478447287,354693.0,354693.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PCPG,fold1,seer_10pct,0.020785645543320807,-0.038070342881484684,709384.0,709384.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PCPG,fold1,seer_20pct,0.026576468040193712,-0.03227952038461178,1418771.0,1418771.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PCPG,fold1,seer_50pct,0.0245702858781365,-0.03428570254666899,3546920.0,3546920.0
liu_tcga_seer_survboost_v2_seed123,seer_pan_train_tcga_test,Pan-cancer SEER only,PCPG,fold1,seer_n001k_00pct,0.020263388506294975,-0.03859259991851051,999.0,999.0
