scenario,scenario_label,group,cancer,x_index,x_label,x_label_plain,x_axis_title,regime,delta_ibs,display_delta_ibs,raw_delta_ibs,ibs_mean,n_folds,is_interpolated,color
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,GBM,7,100%,100%,TCGA subset size,tcga_frac1p00,-0.03337427648745887,-0.03337427648745887,-0.03337427648745887,0.04082116743026536,5,0,#ffa6a6
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,HNSC,0,Single-<br>cancer<br>TCGA,Single- cancer TCGA,TCGA subset size,single_cancer_tcga_baseline,0.0,0.0,0.0,0.17671435433196686,5,0,#004337
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,HNSC,1,1%,1%,TCGA subset size,tcga_frac0p01,0.08151529061736451,0.08151529061736451,0.08151529061736451,0.25822964494933137,5,0,#004337
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,HNSC,2,2%,2%,TCGA subset size,tcga_frac0p02,0.043949081375832644,0.043949081375832644,0.043949081375832644,0.2206634357077995,5,0,#004337
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,HNSC,3,5%,5%,TCGA subset size,tcga_frac0p05,0.025450362263741838,0.025450362263741838,0.025450362263741838,0.2021647165957087,5,0,#004337
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,HNSC,4,10%,10%,TCGA subset size,tcga_frac0p10,0.017354359743007253,0.017354359743007253,0.017354359743007253,0.1940687140749741,5,0,#004337
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,HNSC,5,20%,20%,TCGA subset size,tcga_frac0p20,-0.004599024761068854,-0.004599024761068854,-0.004599024761068854,0.172115329570898,5,0,#004337
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,HNSC,6,50%,50%,TCGA subset size,tcga_frac0p50,-0.007760608252087187,-0.007760608252087187,-0.007760608252087187,0.16895374607987967,5,0,#004337
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,HNSC,7,100%,100%,TCGA subset size,tcga_frac1p00,-0.04197526903196294,-0.04197526903196294,-0.04197526903196294,0.13473908530000392,5,0,#004337
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KICH,0,Single-<br>cancer<br>TCGA,Single- cancer TCGA,TCGA subset size,single_cancer_tcga_baseline,0.0,0.0,0.0,0.09220573582640403,2,0,#ff21ff
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KICH,1,1%,1%,TCGA subset size,tcga_frac0p01,0.18289915529274592,0.18289915529274592,0.18289915529274592,0.27510489111914993,2,0,#ff21ff
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KICH,2,2%,2%,TCGA subset size,tcga_frac0p02,0.1717839436168454,0.1717839436168454,0.1717839436168454,0.2639896794432494,2,0,#ff21ff
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KICH,3,5%,5%,TCGA subset size,tcga_frac0p05,0.24449566239948317,0.24449566239948317,0.24449566239948317,0.3367013982258872,2,0,#ff21ff
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KICH,4,10%,10%,TCGA subset size,tcga_frac0p10,0.21495936673376015,0.21495936673376015,0.21495936673376015,0.30716510256016416,2,0,#ff21ff
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KICH,5,20%,20%,TCGA subset size,tcga_frac0p20,0.0816656621646845,0.0816656621646845,0.0816656621646845,0.17387139799108853,2,0,#ff21ff
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KICH,6,50%,50%,TCGA subset size,tcga_frac0p50,0.055736666478119576,0.055736666478119576,0.055736666478119576,0.1479424023045236,2,0,#ff21ff
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KICH,7,100%,100%,TCGA subset size,tcga_frac1p00,0.027164044759122236,0.027164044759122236,0.027164044759122236,0.11936978058552626,2,0,#ff21ff
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRC,0,Single-<br>cancer<br>TCGA,Single- cancer TCGA,TCGA subset size,single_cancer_tcga_baseline,0.0,0.0,0.0,0.12842819576082887,5,0,#7a160b
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRC,1,1%,1%,TCGA subset size,tcga_frac0p01,0.09661892633355534,0.09661892633355534,0.09661892633355534,0.2250471220943842,5,0,#7a160b
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRC,2,2%,2%,TCGA subset size,tcga_frac0p02,0.14163330738998325,0.14163330738998325,0.14163330738998325,0.2700615031508121,5,0,#7a160b
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRC,3,5%,5%,TCGA subset size,tcga_frac0p05,0.13850232347307412,0.13850232347307412,0.13850232347307412,0.266930519233903,5,0,#7a160b
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRC,4,10%,10%,TCGA subset size,tcga_frac0p10,0.02998531894862891,0.02998531894862891,0.02998531894862891,0.15841351470945778,5,0,#7a160b
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRC,5,20%,20%,TCGA subset size,tcga_frac0p20,0.03413112122768541,0.03413112122768541,0.03413112122768541,0.16255931698851428,5,0,#7a160b
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRC,6,50%,50%,TCGA subset size,tcga_frac0p50,-0.007303948163540436,-0.007303948163540436,-0.007303948163540436,0.12112424759728843,5,0,#7a160b
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRC,7,100%,100%,TCGA subset size,tcga_frac1p00,-0.05030598034542849,-0.05030598034542849,-0.05030598034542849,0.07812221541540038,5,0,#7a160b
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRP,0,Single-<br>cancer<br>TCGA,Single- cancer TCGA,TCGA subset size,single_cancer_tcga_baseline,0.0,0.0,0.0,0.16245695200985902,5,0,#ff9000
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRP,1,1%,1%,TCGA subset size,tcga_frac0p01,0.08066694966960819,0.08066694966960819,0.08066694966960819,0.2431239016794672,5,0,#ff9000
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRP,2,2%,2%,TCGA subset size,tcga_frac0p02,0.003353869582394531,0.003353869582394531,0.003353869582394531,0.16581082159225355,5,0,#ff9000
